SVG파일명,철도운영기관코드,선명,역명,상행경로값,하행경로값,역SVG순서,철도운영구분코드
area02_BG,BS(부산교통공사),1호선,양정,M 618.2 505 v -20.8,M 618.2 484.2 v -20.8,27,04(도시철도)
area02_BG,BS(부산교통공사),1호선,시청(연제),M 618.2 484.2 v -20.8,M 618.2 463.3 v -26.3,28,04(도시철도)
area02_BG,BS(부산교통공사),1호선,연산,M 618.2 463.3 v -26.3,M 618.2 437.1 v -41.4,29,04(도시철도)
area02_BG,BS(부산교통공사),1호선,교대,M 618.2 437.1 v -41.4,M 618.2 395.6 v -41.4,30,04(도시철도)
area02_BG,BS(부산교통공사),1호선,동래,M 618.2 395.6 v -41.4,M 618.2 354.2 l 0 -42.9,31,04(도시철도)
area02_BG,BS(부산교통공사),1호선,명륜,M 618.2 354.2 l 0 -42.9,M 618.2 311.4 v -27.5,32,04(도시철도)
area02_BG,BS(부산교통공사),1호선,온천장,M 618.2 311.4 v -27.5,M 618.2 283.9 v -27.4,33,04(도시철도)
area02_BG,BS(부산교통공사),1호선,부산대,M 618.2 283.9 v -27.4,M 618.2 256.4 v -27.5,34,04(도시철도)
area02_BG,BS(부산교통공사),1호선,장전(부산가톨릭대학교),M 618.2 256.4 v -27.5,M 618.2 228.9 v -27.4,35,04(도시철도)
area02_BG,BS(부산교통공사),1호선,구서,M 618.2 228.9 v -27.4,M 618.2 201.5 V 174,36,04(도시철도)
area02_BG,BS(부산교통공사),1호선,두실,M 618.2 201.5 V 174,M 618.2 174 v -27.5,37,04(도시철도)
area02_BG,BS(부산교통공사),1호선,남산(부산외국대학교),M 618.2 174 v -27.5,M 618.2 146.5 v -27.4,38,04(도시철도)
area02_BG,BS(부산교통공사),1호선,범어사,M 618.2 146.5 v -27.4,M 618.2 119.1 V 91.6,39,04(도시철도)
area02_BG,BS(부산교통공사),1호선,노포(종합버스터미널),M 618.2 119.1 V 91.6,,40,04(도시철도)
area02,BS(부산교통공사),1호선,다대포해수욕장,,M 226.3 792.1 v -23.4,1,04(도시철도)
area02,BS(부산교통공사),1호선,다대포항,M 226.3 792.1 v -23.4,M 226.3 768.7 v -23.4,2,04(도시철도)
area02,BS(부산교통공사),1호선,낫개,M 226.3 768.7 v -23.4,M 226.3 745.3 V 722,3,04(도시철도)
area02,BS(부산교통공사),1호선,신장림,M 226.3 745.3 V 722,M 226.3 722 v -23.4,4,04(도시철도)
area02,BS(부산교통공사),1호선,장림,M 226.3 722 v -23.4,M 226.3 698.6 c 0 0 0 -4.5 0 -10 s 5.2 -10 11.6 -10 c 6.4 0 11.6 0 11.6 0,5,04(도시철도)
area02,BS(부산교통공사),1호선,동매,M 226.3 698.6 c 0 0 0 -4.5 0 -10 s 5.2 -10 11.6 -10 c 6.4 0 11.6 0 11.6 0,M 249.6 678.5 h 26.8,6,04(도시철도)
area02,BS(부산교통공사),1호선,신평,M 249.6 678.5 h 26.8,M 276.4 678.5 h 26.8,7,04(도시철도)
area02,BS(부산교통공사),1호선,하단(부산본병원),M 276.4 678.5 h 26.8,M 303.2 678.5 h 26.8,8,04(도시철도)
area02,BS(부산교통공사),1호선,당리(사하구청),M 303.2 678.5 h 26.8,M 330.1 678.5 h 26.8,9,04(도시철도)
area02,BS(부산교통공사),1호선,사하,M 330.1 678.5 h 26.8,M 356.9 678.5 h 26.8,10,04(도시철도)
area02,BS(부산교통공사),1호선,괴정,M 356.9 678.5 h 26.8,M 383.7 678.5 h 26.8,11,04(도시철도)
area02,BS(부산교통공사),1호선,대티(동주대학),M 383.7 678.5 h 26.8,M 410.6 678.5 h 26.8,12,04(도시철도)
area02,BS(부산교통공사),1호선,서대신,M 410.6 678.5 h 26.8,M 437.4 678.5 h 26.8,13,04(도시철도)
area02,BS(부산교통공사),1호선,동대신,M 437.4 678.5 h 26.8,M 464.2 678.5 H 491,14,04(도시철도)
area02,BS(부산교통공사),1호선,토성,M 464.2 678.5 H 491,M 491 678.5 h 26.8,15,04(도시철도)
area02,BS(부산교통공사),1호선,자갈치,M 491 678.5 h 26.8,M 517.9 678.5 h 26.8,16,04(도시철도)
area02,BS(부산교통공사),1호선,남포,M 517.9 678.5 h 26.8,M 544.7 678.5 h 26.8,17,04(도시철도)
area02_BG,BS(부산교통공사),2호선,수영,M 909.9 395.6 h -16.2 c -7.8 0 -14.2 6.4 -14.2 14.2 V 430,M 879.5 430 v 51,8,04(도시철도)
area02_BG,BS(부산교통공사),2호선,광안,M 879.5 430 v 51,M 879.5 481 v 36.1,9,04(도시철도)
area02_BG,BS(부산교통공사),2호선,금련산,M 879.5 481 v 36.1,M 879.5 517.1 v 36.1,10,04(도시철도)
area02_BG,BS(부산교통공사),2호선,남천(KBS.수영구청),M 879.5 517.1 v 36.1,M 879.5 553.2 v 36,11,04(도시철도)
area02_BG,BS(부산교통공사),2호선,경성대.부경대(동명대학교),M 879.5 553.2 v 36,M 879.5 589.2 v 19.2 c 0 7.8 -6.4 14.2 -14.2 14.2 h -16,12,04(도시철도)
area02_BG,BS(부산교통공사),2호선,대연(고려병원),M 879.5 589.2 v 19.2 c 0 7.8 -6.4 14.2 -14.2 14.2 h -16,M 849.3 622.7 h -41.5,13,04(도시철도)
area02_BG,BS(부산교통공사),2호선,못골(남구청),M 849.3 622.7 h -41.5,M 807.9 622.7 h -41.5,14,04(도시철도)
area02_BG,BS(부산교통공사),2호선,지게골,M 807.9 622.7 h -41.5,M 766.4 622.7 h -41.5,15,04(도시철도)
area02_BG,BS(부산교통공사),2호선,문현,M 766.4 622.7 h -41.5,M 724.9 622.7 h -15.8 c -7.8 0 -14.2 -6.4 -14.2 -14.2 v -29,16,04(도시철도)
area02_BG,BS(부산교통공사),2호선,국제금융센터.부산은행,M 724.9 622.7 h -15.8 c -7.8 0 -14.2 -6.4 -14.2 -14.2 v -29,M 694.9 579.5 l 0 -25.5 c 0 -7.8 -6.4 -14.2 -14.2 -14.2 l -24.8 0,17,04(도시철도)
area02_BG,BS(부산교통공사),2호선,전포,M 694.9 579.5 l 0 -25.5 c 0 -7.8 -6.4 -14.2 -14.2 -14.2 l -24.8 0,M 655.9 539.8 h -37.7,18,04(도시철도)
area02_BG,BS(부산교통공사),2호선,서면,M 655.9 539.8 h -37.7,M 618.2 539.8 H 582,19,04(도시철도)
area02_BG,BS(부산교통공사),2호선,부암(온종합병원),M 618.2 539.8 H 582,M 582 539.8 h -31.5,20,04(도시철도)
area02_BG,BS(부산교통공사),2호선,가야,M 582 539.8 h -31.5,M 550.5 539.8 H 519,21,04(도시철도)
area02_BG,BS(부산교통공사),2호선,동의대,M 550.5 539.8 H 519,M 519 539.8 h -31.5,22,04(도시철도)
area02_BG,BS(부산교통공사),2호선,개금,M 519 539.8 h -31.5,M 487.4 539.8 h -31.5,23,04(도시철도)
area02_BG,BS(부산교통공사),2호선,냉정,M 487.4 539.8 h -31.5,M 455.9 539.8 h -31.5,24,04(도시철도)
area02_BG,BS(부산교통공사),4호선,수안,M 618.2 347.2 l 51.7 0,M 669.9 347.2 l 44.2 0,3,04(도시철도)
area02_BG,BS(부산교통공사),4호선,낙민,M 669.9 347.2 l 44.2 0,M 714.2 347.2 l 44.2 0,4,04(도시철도)
area02_BG,BS(부산교통공사),4호선,충렬사(안락),M 714.2 347.2 l 44.2 0,M 758.4 347.2 l 44.2 0,5,04(도시철도)
area02_BG,BS(부산교통공사),4호선,명장,M 758.4 347.2 l 44.2 0,M 802.6 347.2 l 44.2 0,6,04(도시철도)
area02_BG,BS(부산교통공사),4호선,서동,M 802.6 347.2 l 44.2 0,M 846.8 347.2 h 18.5 c 7.8 0 14.2 -6.4 14.2 -14.2 v -20.2,7,04(도시철도)
area02_BG,BS(부산교통공사),4호선,금사,M 846.8 347.2 h 18.5 c 7.8 0 14.2 -6.4 14.2 -14.2 v -20.2,M 879.5 312.7 v -36.9,8,04(도시철도)
area02_BG,BS(부산교통공사),4호선,반여농산물시장,M 879.5 312.7 v -36.9,M 879.5 275.9 V 239,9,04(도시철도)
area02_BG,BS(부산교통공사),4호선,석대,M 879.5 275.9 V 239,M 879.5 239 v -36.9,10,04(도시철도)
area02_BG,BS(부산교통공사),4호선,영산대(아랫반송),M 879.5 239 v -36.9,M 879.5 202.1 v -36.8,11,04(도시철도)
area02_BG,BS(부산교통공사),4호선,윗반송,M 879.5 202.1 v -36.8,M 879.5 165.3 v -36.9,12,04(도시철도)
area02_BG,BS(부산교통공사),4호선,고촌,M 879.5 165.3 v -36.9,M 879.5 128.4 V 91.6,13,04(도시철도)
area02_BG,BS(부산교통공사),4호선,안평(고촌주택단지),M 879.5 128.4 V 91.6,,14,04(도시철도)
area02_BG,BS(부산교통공사),1호선,다대포해수욕장,,M 226.3 792.1 v -23.4,1,04(도시철도)
area02_BG,BS(부산교통공사),1호선,다대포항,M 226.3 792.1 v -23.4,M 226.3 768.7 v -23.4,2,04(도시철도)
area02_BG,BS(부산교통공사),1호선,낫개,M 226.3 768.7 v -23.4,M 226.3 745.3 V 722,3,04(도시철도)
area02_BG,BS(부산교통공사),1호선,신장림,M 226.3 745.3 V 722,M 226.3 722 v -23.4,4,04(도시철도)
area02_BG,BS(부산교통공사),1호선,장림,M 226.3 722 v -23.4,M 226.3 698.6 c 0 0 0 -4.5 0 -10 s 5.2 -10 11.6 -10 c 6.4 0 11.6 0 11.6 0,5,04(도시철도)
area02_BG,BS(부산교통공사),1호선,동매,M 226.3 698.6 c 0 0 0 -4.5 0 -10 s 5.2 -10 11.6 -10 c 6.4 0 11.6 0 11.6 0,M 249.6 678.5 h 26.8,6,04(도시철도)
area02_BG,BS(부산교통공사),1호선,신평,M 249.6 678.5 h 26.8,M 276.4 678.5 h 26.8,7,04(도시철도)
area02_BG,BS(부산교통공사),1호선,하단(부산본병원),M 276.4 678.5 h 26.8,M 303.2 678.5 h 26.8,8,04(도시철도)
area02_BG,BS(부산교통공사),1호선,당리(사하구청),M 303.2 678.5 h 26.8,M 330.1 678.5 h 26.8,9,04(도시철도)
area02_BG,BS(부산교통공사),1호선,사하,M 330.1 678.5 h 26.8,M 356.9 678.5 h 26.8,10,04(도시철도)
area02_BG,BS(부산교통공사),1호선,괴정,M 356.9 678.5 h 26.8,M 383.7 678.5 h 26.8,11,04(도시철도)
area02_BG,BS(부산교통공사),1호선,대티(동주대학),M 383.7 678.5 h 26.8,M 410.6 678.5 h 26.8,12,04(도시철도)
area02_BG,BS(부산교통공사),1호선,서대신,M 410.6 678.5 h 26.8,M 437.4 678.5 h 26.8,13,04(도시철도)
area02_BG,BS(부산교통공사),1호선,동대신,M 437.4 678.5 h 26.8,M 464.2 678.5 H 491,14,04(도시철도)
area02_BG,BS(부산교통공사),2호선,감전(사상구청),M 424.4 539.8 h -31.5,M 392.9 539.8 h -36,26,04(도시철도)
area02_BG,BS(부산교통공사),2호선,사상(서부터미널),M 392.9 539.8 h -36,M 356.9 539.8 v -40.3,27,04(도시철도)
area02_BG,BS(부산교통공사),2호선,덕포,M 356.9 539.8 v -40.3,M 356.9 499.5 v -28.1,28,04(도시철도)
area02_BG,BS(부산교통공사),2호선,모덕,M 356.9 499.5 v -28.1,M 356.9 471.4 v -28.1,29,04(도시철도)
area02_BG,BS(부산교통공사),2호선,모라,M 356.9 471.4 v -28.1,M 356.9 443.3 v -28.1,30,04(도시철도)
area02_BG,BS(부산교통공사),2호선,구남,M 356.9 443.3 v -28.1,M 356.9 415.2 v -28.1,31,04(도시철도)
area02_BG,BS(부산교통공사),2호선,구명,M 356.9 415.2 v -28.1,M 356.9 387.1 v -32.9,32,04(도시철도)
area02_BG,BS(부산교통공사),2호선,덕천(부산과기대),M 356.9 387.1 v -32.9,M 356.9 354.2 v -39.8,33,04(도시철도)
area02_BG,BS(부산교통공사),2호선,수정(방송통신대),M 356.9 354.2 v -39.8,M 356.9 314.3 v -24.8,34,04(도시철도)
area02_BG,BS(부산교통공사),2호선,화명,M 356.9 314.3 v -24.8,M 356.9 289.6 v -24.8,35,04(도시철도)
area02_BG,BS(부산교통공사),2호선,율리,M 356.9 289.6 v -24.8,M 356.9 264.8 v -24.8,36,04(도시철도)
area02_BG,BS(부산교통공사),2호선,동원,M 356.9 264.8 v -24.8,M 356.9 240.1 v -24.8,37,04(도시철도)
area02_BG,BS(부산교통공사),2호선,금곡,M 356.9 240.1 v -24.8,M 356.9 215.3 v -24.8,38,04(도시철도)
area02_BG,BS(부산교통공사),2호선,호포,M 356.9 215.3 v -24.8,M 356.9 190.6 v -24.8,39,04(도시철도)
area02_BG,BS(부산교통공사),2호선,증산,M 356.9 190.6 v -24.8,M 356.9 165.8 v -24.8,40,04(도시철도)
area02_BG,BS(부산교통공사),2호선,부산대양산캠퍼스,M 356.9 165.8 v -24.8,M 356.9 141.1 v -24.8,41,04(도시철도)
area02_BG,BS(부산교통공사),2호선,남양산(범어),M 356.9 141.1 v -24.8,M 356.9 116.3 V 91.6,42,04(도시철도)
area02_BG,BS(부산교통공사),2호선,양산(시청.동원과학기술대학교),M 356.9 116.3 V 91.6,,43,04(도시철도)
area02_BG,BS(부산교통공사),3호선,수영,,M 879.5 430 h -65.6,1,04(도시철도)
area02_BG,BS(부산교통공사),3호선,망미(병무청),M 879.5 430 h -65.6,M 813.9 430 h -65.8,2,04(도시철도)
area02_BG,BS(부산교통공사),3호선,배산,M 813.9 430 h -65.8,M 748.2 430 h -65.7,3,04(도시철도)
area02_BG,BS(부산교통공사),3호선,물만골,M 748.2 430 h -65.7,M 682.4 430 h -64.2,4,04(도시철도)
area02_BG,BS(부산교통공사),3호선,연산,M 682.4 430 h -64.2,M 618.2 430 h -39.8,5,04(도시철도)
area02_BG,BS(부산교통공사),3호선,거제(법원.검찰청),M 618.2 430 h -39.8,M 578.5 430 l -23.7 0 c -7.8 0 -14.2 -5.8 -14.2 -12.9 c 0 -7.1 0 -12.9 0 -12.9,6,04(도시철도)
area02_BG,BS(부산교통공사),3호선,종합운동장,M 578.5 430 l -23.7 0 c -7.8 0 -14.2 -5.8 -14.2 -12.9 c 0 -7.1 0 -12.9 0 -12.9,M 540.6 404.3 v -22.9,7,04(도시철도)
area02_BG,BS(부산교통공사),3호선,사직,M 540.6 404.3 v -22.9,M 540.6 381.4 v -34.2,8,04(도시철도)
area02_BG,BS(부산교통공사),3호선,미남,M 540.6 381.4 v -34.2,M 540.6 347.2 h -46.2,9,04(도시철도)
area02_BG,BS(부산교통공사),3호선,만덕,M 540.6 347.2 h -46.2,M 494.4 347.2 h -45.2,10,04(도시철도)
area02_BG,BS(부산교통공사),3호선,남산정(부산폴리텍대학),M 494.4 347.2 h -45.2,M 449.2 347.2 h -45.3,11,04(도시철도)
area02_BG,BS(부산교통공사),3호선,숙등(부민병원),M 449.2 347.2 h -45.3,M 403.9 347.2 h -47,12,04(도시철도)
area02_BG,BS(부산교통공사),3호선,덕천(부산과기대),M 403.9 347.2 h -47,M 356.9 347.2 h -36,13,04(도시철도)
area02_BG,BS(부산교통공사),3호선,구포,M 356.9 347.2 h -36,M 320.9 347.2 h -31.4,14,04(도시철도)
area02_BG,BS(부산교통공사),3호선,강서구청,M 320.9 347.2 h -31.4,M 289.5 347.2 h -31.4,15,04(도시철도)
area02_BG,BS(부산교통공사),3호선,체육공원,M 289.5 347.2 h -31.4,M 258.1 347.2 h -31.8,16,04(도시철도)
area02_BG,BS(부산교통공사),3호선,대저,M 258.1 347.2 h -31.8,,17,04(도시철도)
area02_BG,BS(부산교통공사),4호선,미남,,M 540.6 347.2 l 77.6 0,1,04(도시철도)
area02_BG,BS(부산교통공사),4호선,동래,M 540.6 347.2 l 77.6 0,M 618.2 347.2 l 51.7 0,2,04(도시철도)
area02,BS(부산교통공사),4호선,수안,M 618.2 347.2 l 51.7 0,M 669.9 347.2 l 44.2 0,3,04(도시철도)
area02,BS(부산교통공사),4호선,낙민,M 669.9 347.2 l 44.2 0,M 714.2 347.2 l 44.2 0,4,04(도시철도)
area02,BS(부산교통공사),4호선,충렬사(안락),M 714.2 347.2 l 44.2 0,M 758.4 347.2 l 44.2 0,5,04(도시철도)
area02,BS(부산교통공사),4호선,명장,M 758.4 347.2 l 44.2 0,M 802.6 347.2 l 44.2 0,6,04(도시철도)
area02,BS(부산교통공사),4호선,서동,M 802.6 347.2 l 44.2 0,M 846.8 347.2 h 18.5 c 7.8 0 14.2 -6.4 14.2 -14.2 v -20.2,7,04(도시철도)
area02,BS(부산교통공사),4호선,금사,M 846.8 347.2 h 18.5 c 7.8 0 14.2 -6.4 14.2 -14.2 v -20.2,M 879.5 312.7 v -36.9,8,04(도시철도)
area02,BS(부산교통공사),4호선,반여농산물시장,M 879.5 312.7 v -36.9,M 879.5 275.9 V 239,9,04(도시철도)
area02,BS(부산교통공사),4호선,석대,M 879.5 275.9 V 239,M 879.5 239 v -36.9,10,04(도시철도)
area02,BS(부산교통공사),4호선,영산대(아랫반송),M 879.5 239 v -36.9,M 879.5 202.1 v -36.8,11,04(도시철도)
area02,BS(부산교통공사),4호선,윗반송,M 879.5 202.1 v -36.8,M 879.5 165.3 v -36.9,12,04(도시철도)
area02,BS(부산교통공사),4호선,고촌,M 879.5 165.3 v -36.9,M 879.5 128.4 V 91.6,13,04(도시철도)
area02,BS(부산교통공사),4호선,안평(고촌주택단지),M 879.5 128.4 V 91.6,,14,04(도시철도)
area02_BG,BS(부산교통공사),2호선,장산(해운대백병원),,M 1177.9 395.6 l -46.2 0,1,04(도시철도)
area02_BG,BS(부산교통공사),2호선,중동,M 1177.9 395.6 l -46.2 0,M 1131.7 395.6 h -46.1,2,04(도시철도)
area02_BG,BS(부산교통공사),2호선,해운대,M 1131.7 395.6 h -46.1,M 1085.6 395.6 l -46.2 0,3,04(도시철도)
area02_BG,BS(부산교통공사),2호선,동백,M 1085.6 395.6 l -46.2 0,M 1039.4 395.6 l -48.5 0,4,04(도시철도)
area02_BG,BS(부산교통공사),2호선,벡스코(시립미술관),M 1039.4 395.6 l -48.5 0,M 990.9 395.6 l -41 0,5,04(도시철도)
area02_BG,BS(부산교통공사),2호선,센텀시티(BEXCO.신세계),M 990.9 395.6 l -41 0,M 949.9 395.6 h -40,6,04(도시철도)
area02_BG,BS(부산교통공사),2호선,민락,M 949.9 395.6 h -40,M 909.9 395.6 h -16.2 c -7.8 0 -14.2 6.4 -14.2 14.2 V 430,7,04(도시철도)
subway_a02_l02,BS(부산교통공사),2호선,냉정,M 1967.9 1469.9 v 53.1,M 1967.9 1523 v 53.1,24,04(도시철도)
subway_a02_l02,BS(부산교통공사),2호선,주례,M 1967.9 1523 v 53.1,M 1967.9 1576.1 v 25.3 c 0 7.8 -6.4 14.2 -14.2 14.2 h -26.6,25,04(도시철도)
subway_a02_l02,BS(부산교통공사),2호선,감전(사상구청),M 1967.9 1576.1 v 25.3 c 0 7.8 -6.4 14.2 -14.2 14.2 h -26.6,M 1927.1 1615.6 h -59.2,26,04(도시철도)
subway_a02_l02,BS(부산교통공사),2호선,사상(서부터미널),M 1927.1 1615.6 h -59.2,M 1867.9 1615.6 h -59.2,27,04(도시철도)
subway_a02_l02,BS(부산교통공사),2호선,덕포,M 1867.9 1615.6 h -59.2,M 1808.8 1615.6 h -59.2,28,04(도시철도)
subway_a02_l02,BS(부산교통공사),2호선,모덕,M 1808.8 1615.6 h -59.2,M 1749.6 1615.6 h -59.2,29,04(도시철도)
subway_a02_l02,BS(부산교통공사),2호선,모라,M 1749.6 1615.6 h -59.2,M 1690.5 1615.6 h -59.2,30,04(도시철도)
subway_a02_l02,BS(부산교통공사),2호선,구남,M 1690.5 1615.6 h -59.2,M 1631.3 1615.6 h -59.2,31,04(도시철도)
subway_a02_l02,BS(부산교통공사),2호선,구명,M 1631.3 1615.6 h -59.2,M 1572.1 1615.6 l -59.2 0,32,04(도시철도)
subway_a02_l02,BS(부산교통공사),2호선,덕천(부산과기대),M 1572.1 1615.6 l -59.2 0,M 1513 1615.6 h -59.2,33,04(도시철도)
subway_a02_l02,BS(부산교통공사),2호선,수정(방송통신대),M 1513 1615.6 h -59.2,M 1453.8 1615.6 l -59.2 0,34,04(도시철도)
subway_a02_l02,BS(부산교통공사),2호선,화명,M 1453.8 1615.6 l -59.2 0,M 1394.6 1615.6 h -59.2,35,04(도시철도)
subway_a02_l02,BS(부산교통공사),2호선,율리,M 1394.6 1615.6 h -59.2,M 1335.5 1615.6 h -59.2,36,04(도시철도)
subway_a02_l02,BS(부산교통공사),2호선,동원,M 1335.5 1615.6 h -59.2,M 1276.3 1615.6 h -59.2,37,04(도시철도)
subway_a02_l02,BS(부산교통공사),2호선,금곡,M 1276.3 1615.6 h -59.2,M 1217.2 1615.6 H 1158,38,04(도시철도)
subway_a02_l02,BS(부산교통공사),2호선,호포,M 1217.2 1615.6 H 1158,M 1158 1615.6 h -59.2,39,04(도시철도)
subway_a02_l02,BS(부산교통공사),2호선,증산,M 1158 1615.6 h -59.2,M 1098.8 1615.6 l -59.2 0,40,04(도시철도)
subway_a02_l02,BS(부산교통공사),2호선,부산대양산캠퍼스,M 1098.8 1615.6 l -59.2 0,M 1039.7 1615.6 h -59.2,41,04(도시철도)
subway_a02_l02,BS(부산교통공사),2호선,남양산(범어),M 1039.7 1615.6 h -59.2,M 980.5 1615.6 h -59.2,42,04(도시철도)
subway_a02_l02,BS(부산교통공사),2호선,양산(시청.동원과학기술대학교),M 980.5 1615.6 h -59.2,,43,04(도시철도)
subway_a02_l03,BS(부산교통공사),3호선,수영,,M 3015.1 1417.2 h -130.8,1,04(도시철도)
subway_a02_l03,BS(부산교통공사),3호선,망미(병무청),M 3015.1 1417.2 h -130.8,M 2884.3 1417.2 h -130.8,2,04(도시철도)
subway_a02_l03,BS(부산교통공사),3호선,배산,M 2884.3 1417.2 h -130.8,M 2753.4 1417.2 h -130.8,3,04(도시철도)
subway_a02_l03,BS(부산교통공사),3호선,물만골,M 2753.4 1417.2 h -130.8,M 2624.8 1417.2 h -133,4,04(도시철도)
subway_a02_l03,BS(부산교통공사),3호선,연산,M 2624.8 1417.2 h -133,M 2491.8 1417.2 H 2361,5,04(도시철도)
subway_a02_l03,BS(부산교통공사),3호선,거제(법원.검찰청),M 2491.8 1417.2 H 2361,M 2361 1417.2 h -130.8,6,04(도시철도)
subway_a02_l03,BS(부산교통공사),3호선,종합운동장,M 2361 1417.2 h -130.8,M 2230.2 1417.2 h -130.8,7,04(도시철도)
subway_a02_l03,BS(부산교통공사),3호선,사직,M 2230.2 1417.2 h -130.8,M 2099.3 1417.2 h -130.8,8,04(도시철도)
subway_a02_l03,BS(부산교통공사),3호선,미남,M 2099.3 1417.2 h -130.8,M 1968.5 1417.2 h -130.8,9,04(도시철도)
subway_a02_l03,BS(부산교통공사),3호선,만덕,M 1968.5 1417.2 h -130.8,M 1837.7 1417.2 h -130.8,10,04(도시철도)
subway_a02_l03,BS(부산교통공사),3호선,남산정(부산폴리텍대학),M 1837.7 1417.2 h -130.8,M 1706.9 1417.2 H 1576,11,04(도시철도)
subway_a02_l03,BS(부산교통공사),3호선,숙등(부민병원),M 1706.9 1417.2 H 1576,M 1576 1417.2 h -130.8,12,04(도시철도)
